Schulze-Koops H., Holle J., Moosig F., Specker C., Aries P., Burmester G., Fiehn C., Hoyer B., Krause A., Leipe J., Lorenz H.M., Schneider M., Sewerin P., Voormann A., Wager U., Krüger K., Iking-Konert C., im Auftrag der Kommission Pharmakotherapie und des Vorstandes der Deutschen Gesellschaft fur Rheumatologie,	Schulze-Koops H., Holle J., Moosig F., Specker C., Aries P., Burmester G., Fiehn C., Hoyer B., Krause A., Leipe J., Lorenz H.M., Schneider M., Sewerin P., Voormann A., Wager U., Krüger K., Iking-Konert C., im Auftrag der Kommission Pharmakotherapie und des Vorstandes der Deutschen Gesellschaft fur Rheumatologie
Soufi G.J., Hekmatnia A., Nasrollahzadeh M., Shafiei N., Sajjadi M., Iravani P., Fallah S., Iravani S., Varma R.S.,	Soufi G.J., Hekmatnia A., Nasrollahzadeh M., Shafiei N., Sajjadi M., Iravani P., Fallah S., Iravani S., Varma R.S.
Gómez-Ríos D., López-Agudelo V.A., Ramírez-Malule H.,	Gómez-Ríos D., López-Agudelo V.A., Ramírez-Malule H.
Martínez-Sánchez G., Schwartz A., Di Donna V.,	Martínez-Sánchez G., Schwartz A., Di Donna V.
Alberici F., Delbarba E., Manenti C., Econimo L., Valerio F., Pola A., Maffei C., Possenti S., Piva S., Latronico N., Focà E., Castelli F., Gaggia P., Movilli E., Bove S., Malberti F., Farina M., Bracchi M., Costantino E.M., Bossini N., Gaggiotti M., Scolari F., Zambetti N., Venturini M., Affatato S., Piarulli P., Zappa M., Guerini A., Boni F., Mucchetti A., Pezzini E., Saccà C., Moscato M., Tonoli M., Pasquali S., Viola F., Quiros-Roldan E.,	Alberici F., Delbarba E., Manenti C., Econimo L., Valerio F., Pola A., Maffei C., Possenti S., Piva S., Latronico N., Focà E., Castelli F., Gaggia P., Movilli E., Bove S., Malberti F., Farina M., Bracchi M., Costantino E.M., Bossini N., Gaggiotti M., Scolari F., Zambetti N., Venturini M., Affatato S., Piarulli P., Zappa M., Guerini A., Boni F., Mucchetti A., Pezzini E., Saccà C., Moscato M., Tonoli M., Pasquali S., Viola F., Quiros-Roldan E.
Neogi U., Hill K.J., Ambikan A.T., Heng X., Quinn T.P., Byrareddy S.N., Sönnerborg A., Sarafianos S.G., Singh K.,	Neogi U., Hill K.J., Ambikan A.T., Heng X., Quinn T.P., Byrareddy S.N., Sönnerborg A., Sarafianos S.G., Singh K.
Xu X., Yu C., Qu J., Zhang L., Jiang S., Huang D., Chen B., Zhang Z., Guan W., Ling Z., Jiang R., Hu T., Ding Y., Lin L., Gan Q., Luo L., Tang X., Liu J.,	Xu X., Yu C., Qu J., Zhang L., Jiang S., Huang D., Chen B., Zhang Z., Guan W., Ling Z., Jiang R., Hu T., Ding Y., Lin L., Gan Q., Luo L., Tang X., Liu J.
Chen L., Li X., Chen M., Feng Y., Xiong C.,	Chen L., Li X., Chen M., Feng Y., Xiong C.
Wink M.,	Wink M.
Hadei M., Hopke P.K., Jonidi A., Shahsavani A.,	Hadei M., Hopke P.K., Jonidi A., Shahsavani A.
Jaimes J.A., André N.M., Chappie J.S., Millet J.K., Whittaker G.R.,	Jaimes J.A., André N.M., Chappie J.S., Millet J.K., Whittaker G.R.
Rokni M., Ghasemi V., Tavakoli Z.,	Rokni M., Ghasemi V., Tavakoli Z.
Jalali S., Patel V.K., Prasad V., Sapre A., Dasgupta S., Bhadra B.,	Jalali S., Patel V.K., Prasad V., Sapre A., Dasgupta S., Bhadra B.
Brielle E.S., Schneidman-Duhovny D., Linial M.,	Brielle E.S., Schneidman-Duhovny D., Linial M.
Crawford K.H.D., Eguia R., Dingens A.S., Loes A.N., Malone K.D., Wolf C.R., Chu H.Y., Tortorici M.A., Veesler D., Murphy M., Pettie D., King N.P., Balazs A.B., Bloom J.D.,	Crawford K.H.D., Eguia R., Dingens A.S., Loes A.N., Malone K.D., Wolf C.R., Chu H.Y., Tortorici M.A., Veesler D., Murphy M., Pettie D., King N.P., Balazs A.B., Bloom J.D.
Laufs J., Elsbernd H., Hölzl F., Winter K.-D., Dr. Med.,	Laufs J., Elsbernd H., Hölzl F., Winter K.-D., Dr. Med.
Wang J., Feng H., Zhang S., Ni Z., Ni L., Chen Y., Zhuo L., Zhong Z., Qu T.,	Wang J., Feng H., Zhang S., Ni Z., Ni L., Chen Y., Zhuo L., Zhong Z., Qu T.
Kang S., Peng W., Zhu Y., Lu S., Zhou M., Lin W., Wu W., Huang S., Jiang L., Luo X., Deng M.,	Kang S., Peng W., Zhu Y., Lu S., Zhou M., Lin W., Wu W., Huang S., Jiang L., Luo X., Deng M.
Jiang S., Hillyer C., Du L.,	Jiang S., Hillyer C., Du L.
Barna V., Katalin K., Eszter O., Dóra S., Zoltán P., Béla M.,	Barna V., Katalin K., Eszter O., Dóra S., Zoltán P., Béla M.
Döhla M., Boesecke C., Schulte B., Diegmann C., Sib E., Richter E., Eschbach-Bludau M., Aldabbagh S., Marx B., Eis-Hübinger A.-M., Schmithausen R.M., Streeck H.,	Döhla M., Boesecke C., Schulte B., Diegmann C., Sib E., Richter E., Eschbach-Bludau M., Aldabbagh S., Marx B., Eis-Hübinger A.-M., Schmithausen R.M., Streeck H.
Peng Z., Wang J., Mo Y., Duan W., Xiang G., Yi M., Bao L., Shi Y.,	Peng Z., Wang J., Mo Y., Duan W., Xiang G., Yi M., Bao L., Shi Y.
Heffernan D.S., Evans H.L., Huston J.M., Claridge J.A., Blake D.P., May A.K., Beilman G.S., Barie P.S., Kaplan L.J.,	Heffernan D.S., Evans H.L., Huston J.M., Claridge J.A., Blake D.P., May A.K., Beilman G.S., Barie P.S., Kaplan L.J.
Roussel Y., Giraud-Gatineau A., Jimeno M.-T., Rolain J.-M., Zandotti C., Colson P., Raoult D.,	Roussel Y., Giraud-Gatineau A., Jimeno M.-T., Rolain J.-M., Zandotti C., Colson P., Raoult D.
D’avolio A., Avataneo V., Manca A., Cusato J., De Nicolò A., Lucchini R., Keller F., Cantù M.,	D’avolio A., Avataneo V., Manca A., Cusato J., De Nicolò A., Lucchini R., Keller F., Cantù M.
Decaro N., Lorusso A.,	Decaro N., Lorusso A.
Wu D., Wu T., Liu Q., Yang Z.,	Wu D., Wu T., Liu Q., Yang Z.
Sarkar B., Ullah M.A., Johora F.T., Taniya M.A., Araf Y.,	Sarkar B., Ullah M.A., Johora F.T., Taniya M.A., Araf Y.
Hong K.S., Lee K.H., Chung J.H., Shin K.-C., Choi E.Y., Jin H.J., Jang J.G., Lee W., Ahn J.H.,	Hong K.S., Lee K.H., Chung J.H., Shin K.-C., Choi E.Y., Jin H.J., Jang J.G., Lee W., Ahn J.H.
Giudice R.L.,	Giudice R.L.
Costa-Frossard L., Moreno-Torres I., Meca-Lallana V., García-Domínguez J.M.,	Costa-Frossard L., Moreno-Torres I., Meca-Lallana V., García-Domínguez J.M.
Shi Y., Wang G., Cai X.-P., Deng J.-W., Zheng L., Zhu H.-H., Zheng M., Yang B., Chen Z.,	Shi Y., Wang G., Cai X.-P., Deng J.-W., Zheng L., Zhu H.-H., Zheng M., Yang B., Chen Z.
Xiao L., Sakagami H., Miwa N.,	Xiao L., Sakagami H., Miwa N.
Park S.-J., Yu K.-M., Kim Y.-I., Kim S.-M., Kim E.-H., Kim S.-G., Kim E.J., Casel M.A.B., Rollon R., Jang S.-G., Lee M.-H., Chang J.-H., Song M.-S., Jeong H.W., Choi Y., Chen W., Shin W.-J., Jung J.U., Choi Y.K.,	Park S.-J., Yu K.-M., Kim Y.-I., Kim S.-M., Kim E.-H., Kim S.-G., Kim E.J., Casel M.A.B., Rollon R., Jang S.-G., Lee M.-H., Chang J.-H., Song M.-S., Jeong H.W., Choi Y., Chen W., Shin W.-J., Jung J.U., Choi Y.K.
Prete M., Favoino E., Catacchio G., Racanelli V., Perosa F.,	Prete M., Favoino E., Catacchio G., Racanelli V., Perosa F.
Bein B., Bachmann M., Huggett S., Wegermann P.,	Bein B., Bachmann M., Huggett S., Wegermann P.
Setti L., Passarini F., De Gennaro G., Barbieri P., Pallavicini A., Ruscio M., Piscitelli P., Colao A., Miani A.,	Setti L., Passarini F., De Gennaro G., Barbieri P., Pallavicini A., Ruscio M., Piscitelli P., Colao A., Miani A.
Li H., Liu S.-M., Yu X.-H., Tang S.-L., Tang C.-K.,	Li H., Liu S.-M., Yu X.-H., Tang S.-L., Tang C.-K.
Kontou P.I., Braliou G.G., Dimou N.L., Nikolopoulos G., Bagos P.G.,	Kontou P.I., Braliou G.G., Dimou N.L., Nikolopoulos G., Bagos P.G.
Vollono C., Rollo E., Romozzi M., Frisullo G., Servidei S., Borghetti A., Calabresi P.,	Vollono C., Rollo E., Romozzi M., Frisullo G., Servidei S., Borghetti A., Calabresi P.
Yu J., Ding N., Chen H., Liu X.-J., He W.-J., Dai W.-C., Zhou Z.-G., Lin F., Pu Z.-H., Li D.-F., Xu H.-J., Wang Y.-L., Zhang H.-W., Lei Y.,	Yu J., Ding N., Chen H., Liu X.-J., He W.-J., Dai W.-C., Zhou Z.-G., Lin F., Pu Z.-H., Li D.-F., Xu H.-J., Wang Y.-L., Zhang H.-W., Lei Y.
Borghesi A., Maroldi R.,	Borghesi A., Maroldi R.
de Alwis R., Chen S., Gan E.S., Ooi E.E.,	de Alwis R., Chen S., Gan E.S., Ooi E.E.
Jiang F., Deng L., Zhang L., Cai Y., Cheung C.W., Xia Z.,	Jiang F., Deng L., Zhang L., Cai Y., Cheung C.W., Xia Z.
Sciomer S., Moscucci F., Magrì D., Badagliacca R., Piccirillo G., Agostoni P.,	Sciomer S., Moscucci F., Magrì D., Badagliacca R., Piccirillo G., Agostoni P.
Müller O., Prof. Dr. Med., Neuhann F., Razum O.,	Müller O., Prof. Dr. Med., Neuhann F., Razum O.
Cheng V.C.C., Wong S.-C., Chen J.H.K., Yip C.C.Y., Chuang V.W.M., Tsang O.T.Y., Sridhar S., Chan J.F.W., Ho P.-L., Yuen K.-Y.,	Cheng V.C.C., Wong S.-C., Chen J.H.K., Yip C.C.Y., Chuang V.W.M., Tsang O.T.Y., Sridhar S., Chan J.F.W., Ho P.-L., Yuen K.-Y.
Alanagreh L., Alzoughool F., Atoum M.,	Alanagreh L., Alzoughool F., Atoum M.
Rivett L., Sridhar S., Sparkes D., Routledge M., Jones N.K., Forrest S., Young J., Pereira-Dias J., Hamilton W.L., Ferris M., Torok M.E., Meredith L., Curran M., Fuller S., Chaudhry A., Shaw A., Samworth R.J., Bradley J.R., Dougan G., Smith K.G.C., Lehner P.J., Matheson N.J., Wright G., Goodfellow I., Baker S., Weekes M.P., The CITIID-NIHR COVID-19 BioResource Collaboration,	Rivett L., Sridhar S., Sparkes D., Routledge M., Jones N.K., Forrest S., Young J., Pereira-Dias J., Hamilton W.L., Ferris M., Torok M.E., Meredith L., Curran M., Fuller S., Chaudhry A., Shaw A., Samworth R.J., Bradley J.R., Dougan G., Smith K.G.C., Lehner P.J., Matheson N.J., Wright G., Goodfellow I., Baker S., Weekes M.P., The CITIID-NIHR COVID-19 BioResource Collaboration
Rico-Mesa J.S., White A., Anderson A.S.,	Rico-Mesa J.S., White A., Anderson A.S.
Atri D., Siddiqi H.K., Lang J.P., Nauffal V., Morrow D.A., Bohula E.A.,	Atri D., Siddiqi H.K., Lang J.P., Nauffal V., Morrow D.A., Bohula E.A.
South A.M., Diz D.I., Chappell M.C.,	South A.M., Diz D.I., Chappell M.C.
Peyronnet V., Sibiude J., Deruelle P., Huissoud C., Lescure X., Lucet J.-C., Mandelbrot L., Nisand I., Vayssière C., Yazpandanah Y., Luton D., Picone O.,	Peyronnet V., Sibiude J., Deruelle P., Huissoud C., Lescure X., Lucet J.-C., Mandelbrot L., Nisand I., Vayssière C., Yazpandanah Y., Luton D., Picone O.
Flemming S., Hankir M., Ernestus R.-I., Seyfried F., Germer C.-T., Meybohm P., Wurmb T., Vogel U., Wiegering A.,	Flemming S., Hankir M., Ernestus R.-I., Seyfried F., Germer C.-T., Meybohm P., Wurmb T., Vogel U., Wiegering A.
Perico L., Benigni A., Remuzzi G.,	Perico L., Benigni A., Remuzzi G.
Shahid Z., Kalayanamitra R., McClafferty B., Kepko D., Ramgobin D., Patel R., Aggarwal C.S., Vunnam R., Sahu N., Bhatt D., Jones K., Golamari R., Jain R.,	Shahid Z., Kalayanamitra R., McClafferty B., Kepko D., Ramgobin D., Patel R., Aggarwal C.S., Vunnam R., Sahu N., Bhatt D., Jones K., Golamari R., Jain R.
Shah S., Das S., Jain A., Misra D.P., Negi V.S.,	Shah S., Das S., Jain A., Misra D.P., Negi V.S.
Singh B., Garg R., Chakra Rao S.S.C., Ahmed S., DIvatia J., Ramakrishnan T., Mehdiratta L., Joshi M., Malhotra N., Bajwa S.,	Singh B., Garg R., Chakra Rao S.S.C., Ahmed S., DIvatia J., Ramakrishnan T., Mehdiratta L., Joshi M., Malhotra N., Bajwa S.
Thomas V., Audsley J., Kapoor N.,	Thomas V., Audsley J., Kapoor N.
Basseal J.M., Westerway S.C., McAuley T.,	Basseal J.M., Westerway S.C., McAuley T.
Balibrea J.M., Badia J.M., Rubio Pérez I., Martín Antona E., Álvarez Peña E., García Botella S., Álvarez Gallego M., Martín Pérez E., Martínez Cortijo S., Pascual Miguelañez I., Pérez Díaz L., Ramos Rodriguez J.L., Espin Basany E., Sánchez Santos R., Soria Aledo V., López Barrachina R., Morales-Conde S.,	Balibrea J.M., Badia J.M., Rubio Pérez I., Martín Antona E., Álvarez Peña E., García Botella S., Álvarez Gallego M., Martín Pérez E., Martínez Cortijo S., Pascual Miguelañez I., Pérez Díaz L., Ramos Rodriguez J.L., Espin Basany E., Sánchez Santos R., Soria Aledo V., López Barrachina R., Morales-Conde S.
Liu J., Li S., Liu J., Liang B., Wang X., Wang H., Li W., Tong Q., Yi J., Zhao L., Xiong L., Guo C., Tian J., Luo J., Yao J., Pang R., Shen H., Peng C., Liu T., Zhang Q., Wu J., Xu L., Lu S., Wang B., Weng Z., Han C., Zhu H., Zhou R., Zhou H., Chen X., Ye P., Zhu B., Wang L., Zhou W., He S., He Y., Jie S., Wei P., Zhang J., Lu Y., Wang W., Zhang L., Li L., Zhou F., Wang J., Dittmer U., Lu M., Hu Y., Yang D., Zheng X.,	Liu J., Li S., Liu J., Liang B., Wang X., Wang H., Li W., Tong Q., Yi J., Zhao L., Xiong L., Guo C., Tian J., Luo J., Yao J., Pang R., Shen H., Peng C., Liu T., Zhang Q., Wu J., Xu L., Lu S., Wang B., Weng Z., Han C., Zhu H., Zhou R., Zhou H., Chen X., Ye P., Zhu B., Wang L., Zhou W., He S., He Y., Jie S., Wei P., Zhang J., Lu Y., Wang W., Zhang L., Li L., Zhou F., Wang J., Dittmer U., Lu M., Hu Y., Yang D., Zheng X.
Plaçais L., Richier Q.,	Plaçais L., Richier Q.
Venkat Kumar G., Jeyanthi V., Ramakrishnan S.,	Venkat Kumar G., Jeyanthi V., Ramakrishnan S.
Saber-Ayad M., Saleh M.A., Abu-Gharbieh E.,	Saber-Ayad M., Saleh M.A., Abu-Gharbieh E.
Ky B., Mann D.L.,	Ky B., Mann D.L.
Daruich A., Martin D., Bremond-Gignac D.,	Daruich A., Martin D., Bremond-Gignac D.
Santos-Peyret A., Durón R.M., Sebastián-Díaz M.A., Crail-Meléndez D., Gómez-Ventura S., Briceño-González E., Rito Y., Martínez-Juárez I.E.,	Santos-Peyret A., Durón R.M., Sebastián-Díaz M.A., Crail-Meléndez D., Gómez-Ventura S., Briceño-González E., Rito Y., Martínez-Juárez I.E.
Anita K., Szilvia K., András L., Péter H., Tamás M., Zsolt S., Barna B.,	Anita K., Szilvia K., András L., Péter H., Tamás M., Zsolt S., Barna B.
Giwa A.L., Desai A., Duca A.,	Giwa A.L., Desai A., Duca A.
Zhang J., Lin G., Zeng J., Lin J., Tian J., Li G.,	Zhang J., Lin G., Zeng J., Lin J., Tian J., Li G.
Zimmermann M., Nkenke E.,	Zimmermann M., Nkenke E.
Kochi A.N., Tagliari A.P., Forleo G.B., Fassini G.M., Tondo C.,	Kochi A.N., Tagliari A.P., Forleo G.B., Fassini G.M., Tondo C.
Siedlecki J., Brantl V., Schworm B., Mayer W.J., Gerhardt M., Michalakis S., Kreutzer T., Priglinger S.,	Siedlecki J., Brantl V., Schworm B., Mayer W.J., Gerhardt M., Michalakis S., Kreutzer T., Priglinger S.
Tan Y., Schneider T., Leong M., Aravind L., Zhang D.,	Tan Y., Schneider T., Leong M., Aravind L., Zhang D.
Primc K., Slabe-Erker R.,	Primc K., Slabe-Erker R.
Kanwar D., Baig A.M., Wasay M.,	Kanwar D., Baig A.M., Wasay M.
Thibodeaux K., Speyrer M., Raza A., Yaakov R., Serena T.E.,	Thibodeaux K., Speyrer M., Raza A., Yaakov R., Serena T.E.
Wang X., Tan L., Wang X., Liu W., Lu Y., Cheng L., Sun Z.,	Wang X., Tan L., Wang X., Liu W., Lu Y., Cheng L., Sun Z.
Gaze D.C.,	Gaze D.C.
Pambuccian S.E.,	Pambuccian S.E.
Aboughdir M., Kirwin T., Khader A.A., Wang B.,	Aboughdir M., Kirwin T., Khader A.A., Wang B.
Couloigner V., Schmerber S., Nicollas R., Coste A., Barry B., Makeieff M., Boudard P., Bequignon E., Morel N., Lescanne E., French Society of Otorhinolaryngology, Head, Neck Surgery (SFORL), French College of Otorhinolaryngology, Head, Neck Surgery, French Syndicate of ENT Specialists (SNORL),	Couloigner V., Schmerber S., Nicollas R., Coste A., Barry B., Makeieff M., Boudard P., Bequignon E., Morel N., Lescanne E., French Society of Otorhinolaryngology, Head, Neck Surgery (SFORL), French College of Otorhinolaryngology, Head, Neck Surgery, French Syndicate of ENT Specialists (SNORL)
Yoo H.S., Yoo D.,	Yoo H.S., Yoo D.
Touret F., de Lamballerie X.,	Touret F., de Lamballerie X.
Anjorin A.,	Anjorin A.
Diamanti A.P., Rosado M.M., Pioli C., Sesti G., Laganà B.,	Diamanti A.P., Rosado M.M., Pioli C., Sesti G., Laganà B.
Ather A., Patel B., Ruparel N.B., Diogenes A., Hargreaves K.M.,	Ather A., Patel B., Ruparel N.B., Diogenes A., Hargreaves K.M.
Balasubramanian S., Rao N.M., Goenka A., Roderick M., Ramanan A.V.,	Balasubramanian S., Rao N.M., Goenka A., Roderick M., Ramanan A.V.
Hribar C.A., Cobbold P.H., Church F.C.,	Hribar C.A., Cobbold P.H., Church F.C.
Chang T.-H., Wu J.-L., Chang L.-Y.,	Chang T.-H., Wu J.-L., Chang L.-Y.
Hernández A., Papadakos P.J., Torres A., González D.A., Vives M., Ferrando C., Baeza J.,	Hernández A., Papadakos P.J., Torres A., González D.A., Vives M., Ferrando C., Baeza J.
Lazcano-Ponce E., Alpuche-Aranda C.,	Lazcano-Ponce E., Alpuche-Aranda C.
Park H.W., Park S., Chong M.,	Park H.W., Park S., Chong M.
Bzówka M., Mitusi?ska K., Raczy?ska A., Samol A., Tuszy?ski J.A., Góra A.,	Bzówka M., Mitusi?ska K., Raczy?ska A., Samol A., Tuszy?ski J.A., Góra A.
Koyama T., Weeraratne D., Snowdon J.L., Parida L.,	Koyama T., Weeraratne D., Snowdon J.L., Parida L.
Velayoudom F.-L., Alwis Wijewickrama P.S., Ranathunga H.I., Somasundaram N.,	Velayoudom F.-L., Alwis Wijewickrama P.S., Ranathunga H.I., Somasundaram N.
Harapan H., Itoh N., Yufika A., Winardi W., Keam S., Te H., Megawati D., Hayati Z., Wagner A.L., Mudatsir M.,	Harapan H., Itoh N., Yufika A., Winardi W., Keam S., Te H., Megawati D., Hayati Z., Wagner A.L., Mudatsir M.
Zabetakis I., Lordan R., Norton C., Tsoupras A.,	Zabetakis I., Lordan R., Norton C., Tsoupras A.
Zhu H., Rhee J.-W., Cheng P., Waliany S., Chang A., Witteles R.M., Maecker H., Davis M.M., Nguyen P.K., Wu S.M.,	Zhu H., Rhee J.-W., Cheng P., Waliany S., Chang A., Witteles R.M., Maecker H., Davis M.M., Nguyen P.K., Wu S.M.
Vega-Vega O., Arvizu-Hernández M., Domínguez-Cherit J.G., Sierra-Madero J., Correa-Rotter R.,	Vega-Vega O., Arvizu-Hernández M., Domínguez-Cherit J.G., Sierra-Madero J., Correa-Rotter R.
Ventura C., Gibson C., Collier G.D.,	Ventura C., Gibson C., Collier G.D.
Patwa A., Shah A., Garg R., DIvatia J., Kundra P., Doctor J.R., Shetty S., Ahmed S., Das S., Myatra S.,	Patwa A., Shah A., Garg R., DIvatia J., Kundra P., Doctor J.R., Shetty S., Ahmed S., Das S., Myatra S.
Diao B., Wang C., Tan Y., Chen X., Liu Y., Ning L., Chen L., Li M., Liu Y., Wang G., Yuan Z., Feng Z., Zhang Y., Wu Y., Chen Y.,	Diao B., Wang C., Tan Y., Chen X., Liu Y., Ning L., Chen L., Li M., Liu Y., Wang G., Yuan Z., Feng Z., Zhang Y., Wu Y., Chen Y.
Alhazzani W., Møller M.H., Arabi Y.M., Loeb M., Gong M.N., Fan E., Oczkowski S., Levy M.M., Derde L., Dzierba A., Du B., Aboodi M., Wunsch H., Cecconi M., Koh Y., Chertow D.S., Maitland K., Alshamsi F., Belley-Cote E., Greco M., Laundy M., Morgan J.S., Kesecioglu J., McGeer A., Mermel L., Mammen M.J., Alexander P.E., Arrington A., Centofanti J.E., Citerio G., Baw B., Memish Z.A., Hammond N., Hayden F.G., Evans L., Rhodes A.,	Alhazzani W., Møller M.H., Arabi Y.M., Loeb M., Gong M.N., Fan E., Oczkowski S., Levy M.M., Derde L., Dzierba A., Du B., Aboodi M., Wunsch H., Cecconi M., Koh Y., Chertow D.S., Maitland K., Alshamsi F., Belley-Cote E., Greco M., Laundy M., Morgan J.S., Kesecioglu J., McGeer A., Mermel L., Mammen M.J., Alexander P.E., Arrington A., Centofanti J.E., Citerio G., Baw B., Memish Z.A., Hammond N., Hayden F.G., Evans L., Rhodes A.
Borghesi A., Zigliani A., Masciullo R., Golemi S., Maculotti P., Farina D., Maroldi R.,	Borghesi A., Zigliani A., Masciullo R., Golemi S., Maculotti P., Farina D., Maroldi R.
Carod-Artal F.J.,	Carod-Artal F.J.
Yan T., Xiao R., Lin G.,	Yan T., Xiao R., Lin G.
Gosain R., Abdou Y., Singh A., Rana N., Puzanov I., Ernstoff M.S.,	Gosain R., Abdou Y., Singh A., Rana N., Puzanov I., Ernstoff M.S.
Sharma J.B., Sharma E.,	Sharma J.B., Sharma E.
Ye G., Pan Z., Pan Y., Deng Q., Chen L., Li J., Li Y., Wang X.,	Ye G., Pan Z., Pan Y., Deng Q., Chen L., Li J., Li Y., Wang X.
Mattei A., Amy de la Bretèque B., Crestani S., Crevier-Buchman L., Galant C., Hans S., Julien-Laferrière A., Lagier A., Lobryeau C., Marmouset F., Robert D., Woisard V., Giovanni A., French Society of Otorhinolaryngology, Head, Neck Surgery (SFORL), French Society of Phoniatrics, Laryngology (SFPL),	Mattei A., Amy de la Bretèque B., Crestani S., Crevier-Buchman L., Galant C., Hans S., Julien-Laferrière A., Lagier A., Lobryeau C., Marmouset F., Robert D., Woisard V., Giovanni A., French Society of Otorhinolaryngology, Head, Neck Surgery (SFORL), French Society of Phoniatrics, Laryngology (SFPL)
Schultz P., Morvan J.-B., Fakhry N., Morinière S., Vergez S., Lacroix C., Bartier S., Barry B., Babin E., Couloigner V., Atallah I., French Society of Otorhinolaryngology, Head, Neck Surgery (SFORL), French Society of Head, Neck Carcinology (SFCCF),	Schultz P., Morvan J.-B., Fakhry N., Morinière S., Vergez S., Lacroix C., Bartier S., Barry B., Babin E., Couloigner V., Atallah I., French Society of Otorhinolaryngology, Head, Neck Surgery (SFORL), French Society of Head, Neck Carcinology (SFCCF)
Liu P., Jiang J.-Z., Wan X.-F., Hua Y., Li L., Zhou J., Wang X., Hou F., Chen J., Zou J., Chen J.,	Liu P., Jiang J.-Z., Wan X.-F., Hua Y., Li L., Zhou J., Wang X., Hou F., Chen J., Zou J., Chen J.
Chen C.-J., Hsieh L.-L., Lin S.-K., Wang C.-F., Huang Y.-H., Lin S.-Y., Lu P.-L.,	Chen C.-J., Hsieh L.-L., Lin S.-K., Wang C.-F., Huang Y.-H., Lin S.-Y., Lu P.-L.
Kim E., Erdos G., Huang S., Kenniston T.W., Balmert S.C., Carey C.D., Raj V.S., Epperly M.W., Klimstra W.B., Haagmans B.L., Korkmaz E., Falo L.D., Jr., Gambotto A.,	Kim E., Erdos G., Huang S., Kenniston T.W., Balmert S.C., Carey C.D., Raj V.S., Epperly M.W., Klimstra W.B., Haagmans B.L., Korkmaz E., Falo L.D., Jr., Gambotto A.
Munhoz R.P., Pedroso J.L., Nascimento F.A., Almeida S.M., Barsottini O.G.P., Cardoso F.E.C., Teive H.A.G.,	Munhoz R.P., Pedroso J.L., Nascimento F.A., Almeida S.M., Barsottini O.G.P., Cardoso F.E.C., Teive H.A.G.
Zhang S., Gan J., Chen B.-G., Zheng D., Zhang J.-G., Lin R.-H., Zhou Y.-P., Yang W.-Y., Lin A., Yan W.-H.,	Zhang S., Gan J., Chen B.-G., Zheng D., Zhang J.-G., Lin R.-H., Zhou Y.-P., Yang W.-Y., Lin A., Yan W.-H.
Kong W.-H., Li Y., Peng M.-W., Kong D.-G., Yang X.-B., Wang L., Liu M.-Q.,	Kong W.-H., Li Y., Peng M.-W., Kong D.-G., Yang X.-B., Wang L., Liu M.-Q.
Jiang X., Rayner S., Luo M.-H.,	Jiang X., Rayner S., Luo M.-H.
Abduljalil J.M., Abduljalil B.M.,	Abduljalil J.M., Abduljalil B.M.
To K.K.-W., Tsang O.T.-Y., Leung W.-S., Tam A.R., Wu T.-C., Lung D.C., Yip C.C.-Y., Cai J.-P., Chan J.M.-C., Chik T.S.-H., Lau D.P.-L., Choi C.Y.-C., Chen L.-L., Chan W.-M., Chan K.-H., Ip J.D., Ng A.C.-K., Poon R.W.-S., Luo C.-T., Cheng V.C.-C., Chan J.F.-W., Hung I.F.-N., Chen Z., Chen H., Yuen K.-Y.,	To K.K.-W., Tsang O.T.-Y., Leung W.-S., Tam A.R., Wu T.-C., Lung D.C., Yip C.C.-Y., Cai J.-P., Chan J.M.-C., Chik T.S.-H., Lau D.P.-L., Choi C.Y.-C., Chen L.-L., Chan W.-M., Chan K.-H., Ip J.D., Ng A.C.-K., Poon R.W.-S., Luo C.-T., Cheng V.C.-C., Chan J.F.-W., Hung I.F.-N., Chen Z., Chen H., Yuen K.-Y.
